id,nombre,descripcion,categoria,cantidad,precio,fechaVencimiento,estado,imagen,createdAt,updatedAt,categoria_id,numero_lote,cantidad_maxima,cantidad_minima,dias_reabastecimiento,punto_reorden,ubicacion_general,clave,clave2,unidad_medida_id
"PROD-00132","JABON P/USO  PRE/QX LIQ. Y NEUTRO","JABON P/USO  PRE/QX LIQ. Y NEUTRO","DCB",0,0,,"agotado",,"2025-10-17T17:23:01.136Z","2025-10-17T17:23:01.135Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"0660062",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00012","ANTISEPTICO. IODOPOVIDONA ESPUMA","ANTISEPTICO. IODOPOVIDONA ESPUMA","DCB",5,0,,"disponible",,"2025-10-17T17:23:01.144Z","2025-11-04T04:28:30.182Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"0660658",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00013","ANTISEPTICO. IODOPOVIDONA SOLUCION","ANTISEPTICO. IODOPOVIDONA SOLUCION","DCB",9,0,,"disponible",,"2025-10-17T17:23:01.494Z","2025-11-04T04:28:30.182Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"0660666",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00011","ANTISEPTICO. ALCOHOL DESNATURALIZADO 20 LT","ANTISEPTICO. ALCOHOL DESNATURALIZADO 20 LT","DCB",6,0,,"disponible",,"2025-10-17T17:23:01.150Z","2025-11-04T04:15:57.734Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"0660773",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00083","DETERGENTE MONOENZIMATICO C/ACTIVIDA PROTEOLITICA","DETERGENTE MONOENZIMATICO C/ACTIVIDA PROTEOLITICA","DCB",18,0,,"disponible",,"2025-10-17T17:23:01.224Z","2025-11-04T04:28:30.182Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"0660872",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00082","DESINFECTANTE. SOLUCION CONCENTRADA ESTERILIZANTE EN FRIO","DESINFECTANTE. SOLUCION CONCENTRADA ESTERILIZANTE EN FRIO","DCB",14,0,,"disponible",,"2025-10-17T17:23:01.194Z","2025-11-04T01:05:10.309Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"0660880",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00104","GEL ANSTISEPTICO P/MANOS","GEL ANSTISEPTICO P/MANOS","DCB",0,0,,"DESCONTINUADO","","2025-10-17T17:23:01.343Z","2025-10-17T17:23:01.342Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"0660906",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00014","ANTISEPTICO. LIQ. P/LAVADO PRE Y POST QX (CEYE)","ANTISEPTICO. LIQ. P/LAVADO PRE Y POST QX (CEYE)","DCB",10,0,,"disponible",,"2025-10-17T17:23:01.137Z","2025-10-31T00:56:03.405Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"0660914",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00017","ANTISEPTICO. SOL. YODOPOVACRILEX 26 ML. PALET.","ANTISEPTICO. SOL. YODOPOVACRILEX 26 ML. PALET.","DCB",145,1,,"disponible",,"2025-10-17T17:23:01.056Z","2025-11-04T08:00:07.780Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"0660922",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"inv_1760109410954_220m4s2kz","SOLUCIÓN ANTISEPTICA CON CLORHEXIDINA 500ML","SOLUCIÓN ANTISEPTICA CON CLORHEXIDINA 500ML","DCB",139,1,,"disponible",,"2025-10-17T17:23:01.539Z","2025-11-04T04:28:30.182Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"0661011",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00016","ANTISEPTICO. SOL. C/GLUCONATO CLOROX. 3 MLS. PALET.","ANTISEPTICO. SOL. C/GLUCONATO CLOROX. 3 MLS. PALET.","DCB",2981,0,,"disponible",,"2025-10-17T17:23:01.153Z","2025-11-04T04:37:15.458Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"0661052",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00352","CATETER PARA EMBOLECTOMIA 5 FR","CATETER PARA EMBOLECTOMIA 5 FR","FCB",8,0,,"disponible",,"2025-10-17T17:23:01.158Z","2025-10-17T17:23:01.158Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"067",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00353","CATETER PARA MARCAPASO TEMP. 5 FR","CATETER PARA MARCAPASO TEMP. 5 FR","FCB",12,0,,"disponible",,"2025-10-17T17:23:01.160Z","2025-10-17T17:23:01.159Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"068",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00354","CATETER PARA NEUMOTORAX 8 FR","CATETER PARA NEUMOTORAX 8 FR","FCB",4,0,,"disponible",,"2025-10-17T17:23:01.244Z","2025-10-17T17:23:01.244Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"069",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00355","CATETER PERIFERICO SEGURIDAD INTRAV 20","CATETER PERIFERICO SEGURIDAD INTRAV 20","FCB",1640,0,,"disponible",,"2025-10-17T17:23:01.286Z","2025-11-04T07:36:08.269Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"070",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00356","CATETER PERIFERICO PICC 4 FR 1LUM","CATETER PERIFERICO PICC 4 FR 1LUM","FCB",0,0,,"agotado",,"2025-10-17T17:23:01.204Z","2025-10-29T02:52:37.583Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"071",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00357","CATETER PERIFERICO PICC 5 FR 2 LUM","CATETER PERIFERICO PICC 5 FR 2 LUM","FCB",0,0,,"agotado",,"2025-10-17T17:23:01.255Z","2025-10-17T17:23:01.255Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"072",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00358","CATETER PERIFERICO PICC 5FR 3LUM","CATETER PERIFERICO PICC 5FR 3LUM","FCB",2,0,,"disponible",,"2025-10-17T17:23:01.161Z","2025-11-04T04:00:28.853Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"073",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00359","CINTA DE MERCILENE 5","CINTA DE MERCILENE 5","FCB",15,0,,"disponible",,"2025-10-17T17:23:01.394Z","2025-10-17T17:23:01.393Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"074",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00360","CINTA METRICA AHULADA","CINTA METRICA AHULADA","FCB",14,0,,"disponible",,"2025-10-17T17:23:01.395Z","2025-10-17T17:23:01.394Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"075",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00361","CIRCUITO DE VENTILADOR ADULTO","CIRCUITO DE VENTILADOR ADULTO","FCB",30,0,,"disponible",,"2025-10-17T17:23:01.426Z","2025-11-01T00:10:55.219Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"076",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00362","CIRCUITO DE VENTILADOR DE UNA RAMA ADULT","CIRCUITO DE VENTILADOR DE UNA RAMA ADULT","FCB",4,0,,"disponible",,"2025-10-17T17:23:01.396Z","2025-10-17T17:23:01.395Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"077",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00363","CIRCUITO DE VENTILADOR NEO-PED.","CIRCUITO DE VENTILADOR NEO-PED.","FCB",16,0,,"disponible",,"2025-10-17T17:23:01.552Z","2025-11-01T00:10:55.219Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"078",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00364","COMODO ADULTO","COMODO ADULTO","FCB",7,0,,"disponible",,"2025-10-17T17:23:01.247Z","2025-10-17T17:23:01.247Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"079",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00365","COMODO PEDIATRICO","COMODO PEDIATRICO","FCB",13,0,,"disponible",,"2025-10-17T17:23:01.249Z","2025-10-17T17:23:01.248Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"080",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00366","CONECTOR ADAPTADOR EN "" T ""","CONECTOR ADAPTADOR EN "" T ""","FCB",19,0,,"disponible",,"2025-10-17T17:23:00.934Z","2025-11-04T03:03:18.905Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"081",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00367","CONECTOR BILUMEN PARA CATETER","CONECTOR BILUMEN PARA CATETER","FCB",703,0,,"disponible",,"2025-10-17T17:23:01.162Z","2025-11-04T04:00:28.853Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"082",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00368","CONECTOR DE BAYONETA MULTIDOSIS","CONECTOR DE BAYONETA MULTIDOSIS","FCB",440,0,,"disponible",,"2025-10-17T17:23:01.547Z","2025-11-01T00:10:55.219Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"083",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00369","CONECTOR P/CATETER DE AUTOSELLADO L.A.","CONECTOR P/CATETER DE AUTOSELLADO L.A.","FCB",1275,0,,"disponible",,"2025-10-17T17:23:01.486Z","2025-11-04T08:04:59.016Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"084",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00370","CONECTOR REC. O2 COLA DE RATON","CONECTOR REC. O2 COLA DE RATON","FCB",132,0,,"disponible",,"2025-10-17T17:23:01.299Z","2025-11-04T08:04:59.016Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"085",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00371","CONECTOR TRILUMEN P/CATETER FOTOPROTEGIDO","CONECTOR TRILUMEN P/CATETER FOTOPROTEGIDO","FCB",90,0,,"disponible",,"2025-10-17T17:23:01.163Z","2025-10-17T17:23:01.162Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"086",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00372","CONECTOR TRILUMEN TRANSPARENTE LIBRE DE PVC","CONECTOR TRILUMEN TRANSPARENTE LIBRE DE PVC","FCB",196,0,,"disponible",,"2025-10-17T17:23:01.201Z","2025-11-04T04:00:28.853Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"087",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00373","CONECTOR UNIVERSAL 1422","CONECTOR UNIVERSAL 1422","FCB",330,0,,"disponible",,"2025-10-17T17:23:01.291Z","2025-10-29T07:42:05.687Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"088",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00018","APOSITO COMBINADO DE CELULOSA. CAJA CON 200 PIEZAS","APOSITO COMBINADO DE CELULOSA. CAJA CON 200 PIEZAS","DCB",21,0,,"disponible",,"2025-10-17T17:23:01.307Z","2025-11-02T07:15:41.942Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"0880058",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00020","APOSITO HIDROCOLOIDE P/HERIDA DE 10 X 6 PARA HERIDAS","APOSITO HIDROCOLOIDE P/HERIDA DE 10 X 6 PARA HERIDAS","DCB",0,0,,"agotado",,"2025-10-17T17:23:01.305Z","2025-11-04T04:06:19.719Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"0880652",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00019","APOSITO HIDROCELULAR P/TALON","APOSITO HIDROCELULAR P/TALON","DCB",180,0,,"disponible",,"2025-10-17T17:23:01.306Z","2025-11-04T04:06:19.719Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"0880900",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00021","APOSITO TRANSPARENTE C/CLOREX 8.5 X 11.5 (CLINICA)","APOSITO TRANSPARENTE C/CLOREX 8.5 X 11.5 (CLINICA)","DCB",393,0,,"disponible",,"2025-10-17T17:23:01.095Z","2025-11-04T07:19:05.792Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"0880942",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00022","APOSITO TRANSPARENTE C/CLOREX DE  10 X 12","APOSITO TRANSPARENTE C/CLOREX DE  10 X 12","DCB",148,0,,"disponible",,"2025-10-17T17:23:01.524Z","2025-11-04T03:10:17.839Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"0880959",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00374","CONTENEDOR PARA BOLSAS DE 1000 ML","CONTENEDOR PARA BOLSAS DE 1000 ML","FCB",14,0,,"disponible",,"2025-10-17T17:23:01.285Z","2025-10-17T17:23:01.285Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"089",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00375","CONTENEDOR PARA BOLSA DE 1500 ML","CONTENEDOR PARA BOLSA DE 1500 ML","FCB",31,0,,"disponible",,"2025-10-17T17:23:01.120Z","2025-10-17T17:23:01.119Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"090",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00376","CONTENEDOR PARA BOLSA DE 3000 ML","CONTENEDOR PARA BOLSA DE 3000 ML","FCB",0,0,,"agotado",,"2025-10-17T17:23:01.410Z","2025-10-17T17:23:01.410Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"091",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00377","ENGRAPADORA CIRCULAR 21 MM","ENGRAPADORA CIRCULAR 21 MM","FCB",2,0,,"disponible",,"2025-10-17T17:23:01.401Z","2025-10-17T17:23:01.400Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"092",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00378","ENGRAPADORA CIRCULAR 25 MM","ENGRAPADORA CIRCULAR 25 MM","FCB",2,0,,"disponible",,"2025-10-17T17:23:01.402Z","2025-10-17T17:23:01.401Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"093",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00379","ENGRAPADORA CIRCULAR 28-29 MM","ENGRAPADORA CIRCULAR 28-29 MM","FCB",26,0,,"disponible",,"2025-10-17T17:23:01.404Z","2025-10-17T17:23:01.403Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"094",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00380","ENGRAPADORA CIRCULAR 31-32-33 MM","ENGRAPADORA CIRCULAR 31-32-33 MM","FCB",22,0,,"disponible",,"2025-10-17T17:23:01.405Z","2025-10-17T17:23:01.404Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"095",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00381","ENGRAPADORA CURVA CORTANTE 3.5 MM","ENGRAPADORA CURVA CORTANTE 3.5 MM","FCB",41,0,,"disponible",,"2025-10-17T17:23:01.406Z","2025-10-17T17:23:01.405Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"096",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00382","ENGRAPADORA LAPAROSCOPICA 60 MM HECHELON","ENGRAPADORA LAPAROSCOPICA 60 MM HECHELON","FCB",0,0,,"agotado",,"2025-10-17T17:23:01.416Z","2025-10-17T17:23:01.416Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"097",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00383","ENGRAPADORA LINEAL 60MM -4.8 MM","ENGRAPADORA LINEAL 60MM -4.8 MM","FCB",11,0,,"disponible",,"2025-10-17T17:23:01.407Z","2025-10-17T17:23:01.407Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"098",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00384","ENGRAPADORA LINEAL 80 MM -4.8 MM","ENGRAPADORA LINEAL 80 MM -4.8 MM","FCB",3,0,,"disponible",,"2025-10-17T17:23:01.288Z","2025-11-04T08:55:06.740Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"099",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00385","EQUIPO DE DRENAJE POSTQ. JACKSON 15 FR","EQUIPO DE DRENAJE POSTQ. JACKSON 15 FR","FCB",23,0,,"disponible",,"2025-10-17T17:23:01.000Z","2025-11-04T08:50:01.217Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"100",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00386","EQUIPO DE DRENAJE POSTQ.  BLACKE 19 FR","EQUIPO DE DRENAJE POSTQ.  BLACKE 19 FR","FCB",12,0,,"disponible",,"2025-10-17T17:23:00.994Z","2025-11-04T08:55:06.740Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"101",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00387","EQUIPO DE DRENAJE POSTQ.  BLACKE 24 FR","EQUIPO DE DRENAJE POSTQ.  BLACKE 24 FR","FCB",17,0,,"disponible",,"2025-10-17T17:23:01.007Z","2025-10-17T02:00:00.000Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"102",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00388","EQUIPO MICRONEBULIZADOR ADULTO","EQUIPO MICRONEBULIZADOR ADULTO","FCB",480,0,,"disponible",,"2025-10-17T17:23:01.004Z","2025-11-04T07:42:41.995Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"103",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00389","EQUIPO MICRONEBULIZADOR PEDIATRICO","EQUIPO MICRONEBULIZADOR PEDIATRICO","FCB",68,0,,"disponible",,"2025-10-17T17:23:00.998Z","2025-11-04T07:56:20.450Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"104",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00390","EQUIPO NEBULIZADOR PURITAN","EQUIPO NEBULIZADOR PURITAN","FCB",325,0,,"disponible",,"2025-10-17T17:23:01.048Z","2025-11-04T03:03:18.905Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"105",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00391","EQ. P/DRENAJE CAVIDAD PLEURAL PEDIATRICO","EQ. P/DRENAJE CAVIDAD PLEURAL PEDIATRICO","FCB",2,0,,"disponible",,"2025-10-17T17:23:01.289Z","2025-10-17T17:23:01.288Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"106",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00392","EQUIPO PAR BOMBA INFUSION PEDIATRICO 150","EQUIPO PAR BOMBA INFUSION PEDIATRICO 150","FCB",45,0,,"disponible",,"2025-10-17T17:23:01.542Z","2025-11-03T07:10:04.983Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"107",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00393","EQUIPO PARA BOMBA INFUSION ADULTO","EQUIPO PARA BOMBA INFUSION ADULTO","FCB",814,0,,"disponible",,"2025-10-17T17:23:01.544Z","2025-11-04T08:04:59.016Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"108",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00394","EQUIPO PARA BOMBA INFUSION FOTOSENSIBLE","EQUIPO PARA BOMBA INFUSION FOTOSENSIBLE","FCB",94,0,,"disponible",,"2025-10-17T17:23:01.553Z","2025-11-04T07:56:20.450Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"109",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00395","EQUIPO PARA BOMBA LIBRE DE PVC C/ FILTRO","EQUIPO PARA BOMBA LIBRE DE PVC C/ FILTRO","FCB",93,0,,"disponible",,"2025-10-17T17:23:01.051Z","2025-11-04T02:44:25.558Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"110",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00396","ESTABILIZADOR PARA CATETER PICC","ESTABILIZADOR PARA CATETER PICC","FCB",0,0,,"agotado",,"2025-10-17T17:23:01.408Z","2025-10-17T17:23:01.408Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"111",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00397","ESTABILIZADOR PARA SONDA FOLEY","ESTABILIZADOR PARA SONDA FOLEY","FCB",550,0,,"disponible",,"2025-10-17T17:23:01.411Z","2025-10-28T21:37:47.350Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"112",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00398","ESTABILIZADOR PARA SONDA NASOGASTRICA","ESTABILIZADOR PARA SONDA NASOGASTRICA","FCB",220,0,,"disponible",,"2025-10-17T17:23:01.409Z","2025-10-28T20:26:26.705Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"113",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00399","FILTRO 0.2 DE QUIMIOTERAPIA","FILTRO 0.2 DE QUIMIOTERAPIA","FCB",215,0,,"disponible",,"2025-10-17T17:23:01.053Z","2025-11-04T02:44:25.558Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"114",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00400","FILTRO UNIVERSAL ( NARIZ ARTIFICIAL)","FILTRO UNIVERSAL ( NARIZ ARTIFICIAL)","FCB",176,0,,"disponible",,"2025-10-17T17:23:01.545Z","2025-11-01T00:10:55.219Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"115",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00401","FUNDA PARA MICROSCOPIO DE 122 X 300 CMS","FUNDA PARA MICROSCOPIO DE 122 X 300 CMS","FCB",0,0,,"DESCONTINUADO","","2025-10-17T17:23:01.155Z","2025-10-17T17:23:01.155Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"116",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00402","GUANTE P/CIRUGIA DE ORTOPEDIA # 6 1/2","GUANTE P/CIRUGIA DE ORTOPEDIA # 6 1/2","FCB",278,0,,"disponible",,"2025-10-17T17:23:01.453Z","2025-11-04T02:06:56.794Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"117",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00403","GUANTE P/CIRUGIA DE ORTOPEDIA # 7","GUANTE P/CIRUGIA DE ORTOPEDIA # 7","FCB",118,0,,"disponible",,"2025-10-17T17:23:01.410Z","2025-11-04T02:12:10.770Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"118",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00404","GUANTE P/CIRUGIA DE ORTOPEDIA # 7 1/2","GUANTE P/CIRUGIA DE ORTOPEDIA # 7 1/2","FCB",16,0,,"disponible",,"2025-10-17T17:23:01.412Z","2025-11-04T02:12:10.770Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"119",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00405","GUANTE P/CIRUGIA DE ORTOPEDIA # 8","GUANTE P/CIRUGIA DE ORTOPEDIA # 8","FCB",14,0,,"disponible",,"2025-10-17T17:23:01.415Z","2025-11-04T02:12:10.770Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"120",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00406","GUANTE PARA EXPLORACION  CHICO ESTERIL","GUANTE PARA EXPLORACION  CHICO ESTERIL","FCB",8942,0,,"disponible",,"2025-10-17T17:23:01.542Z","2025-11-04T08:02:11.461Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"121",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00407","HEMOSTATICO EN POLVO 5GR","HEMOSTATICO EN POLVO 5GR","FCB",0,0,,"DESCONTINUADO","","2025-10-17T17:23:01.086Z","2025-10-17T17:23:01.085Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"122",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00408","HEMOSTATICO FIBRILAR ( ROJO )","HEMOSTATICO FIBRILAR ( ROJO )","FCB",87,0,,"disponible",,"2025-10-17T17:23:01.202Z","2025-11-04T02:09:54.621Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"123",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00409","HEMOSTATICO NEURO ( COTONOIDE )","HEMOSTATICO NEURO ( COTONOIDE )","FCB",22,0,,"disponible",,"2025-10-17T17:23:01.206Z","2025-11-04T08:51:43.538Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"124",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00410","INFUSOR PARA QUIMIOTERAPIA 125 MLS","INFUSOR PARA QUIMIOTERAPIA 125 MLS","FCB",192,0,,"disponible",,"2025-10-17T17:23:01.203Z","2025-11-04T02:44:25.558Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"125",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00037","BOLSA P/UROCULTIVO ESTERIL NIO","BOLSA P/UROCULTIVO ESTERIL NIO","DCB",79,0,,"disponible",,"2025-10-17T17:23:01.058Z","2025-11-03T18:35:44.828Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1250228",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00036","BOLSA P/UROCULTIVO ESTERIL NIA","BOLSA P/UROCULTIVO ESTERIL NIA","DCB",89,0,,"disponible",,"2025-10-17T17:23:01.026Z","2025-11-04T07:56:20.450Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1250244",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
